accelerometer,,,
Timestamp (ms),x (m/s^2),y-acc (m/s^2),z-acc(m/s^2)
1485644721747,-1.762207,1.1547852,-2.0620117
1485644721752,-0.94628906,2.3076172,-2.163086
1485644721757,-0.029296875,3.7958984,-1.7373047
1485644721762,0.47607422,4.304199,-0.24414063
1485644721768,0.5258789,4.5039063,1.394043
1485644721775,-0.7944336,3.8183594,-1.347168
1485644721776,-2.602539,2.5893555,-5.6850586
1485644721782,-3.7495117,1.1865234,-9.52002
1485644721787,-4.17041,0.53027344,-13.474609
1485644721793,-4.4379883,0.088378906,-15.999512
1485644721797,-4.0942383,0.52685547,-15.999512
1485644721801,-3.1132813,0.9838867,-15.95459
1485644721807,-1.8232422,1.2685547,-15.998535
1485644721812,-0.53515625,1.6010742,-15.031738
1485644721817,0.0625,2.7070313,-8.206543
1485644721825,1.5668945,4.1728516,-0.96240234
1485644721828,3.525879,6.4975586,-0.92333984
1485644721834,5.324707,7.293457,-1.8642578
1485644721836,7.4658203,9.681641,1.03125
1485644721842,8.359863,10.87207,1.9375
1485644721847,7.425293,9.918945,0.97558594
1485644721853,4.945801,7.6870117,1.4985352
1485644721857,1.3803711,6.8911133,3.0083008
1485644721863,-1.7495117,6.5634766,3.4545898
1485644721867,-5.145996,4.4541016,2.5229492
1485644721873,-8.28418,-2.5239258,1.5922852
1485644721878,-11.910645,-8.296387,0.9975586
1485644721882,-15.826172,-10.586914,0.8208008
1485644721888,-15.999512,-8.841309,-0.34814453
1485644721892,-15.932129,-6.184082,-5.477539
1485644721897,-13.829102,-6.835449,-1.2124023
1485644721902,-9.089844,-5.150879,2.3105469
1485644721907,-5.6499023,-2.3769531,4.3061523
1485644721913,-2.6010742,-1.2612305,3.3730469
1485644721917,-0.50634766,-0.6845703,1.5400391
1485644721923,0.9628906,0.115234375,0.5527344
1485644721927,1.7158203,0.5048828,-1.0073242
1485644721932,1.8261719,1.0644531,-2.3857422
1485644721938,1.800293,0.6513672,-2.0732422
1485644721942,1.8833008,-0.15673828,-2.5332031
1485644721948,1.3481445,-0.70458984,-3.6064453
1485644721952,0.17871094,-0.8232422,-3.1401367
1485644721957,-1.1772461,-2.203125,-4.2509766
1485644721962,-4.48584,-8.569336,-4.260742
1485644721967,-5.40625,-10.617676,-3.4750977
1485644721973,-8.246094,-2.3359375,-3.0083008
1485644721979,-3.2172852,2.3164063,-2.6621094
1485644721983,3.6269531,1.2749023,-2.3164063
1485644721987,4.1679688,1.3911133,-2.878418
1485644721992,2.647461,1.6230469,-1.9736328
1485644721998,2.0737305,0.3149414,-0.6352539
1485644722002,1.1259766,-0.8930664,-0.12011719
1485644722008,-0.32128906,-0.7714844,0.07519531
1485644722012,-1.2143555,-0.4921875,-0.5366211
1485644722017,-1.8789063,-1.03125,-0.8652344
1485644722023,-1.9414063,-1.6660156,-0.9243164
1485644722027,-4.458008,-2.5581055,-0.875
1485644722033,-4.4907227,-2.0668945,-1.0209961
1485644722037,-1.8554688,-1.2207031,-1.0834961
1485644722043,-0.34570313,-0.47705078,-1.0810547
1485644722047,-0.13623047,-0.2055664,-1.0581055
1485644722052,-0.6201172,-0.3408203,-0.85302734
1485644722058,0.37939453,-0.9213867,-0.66064453
1485644722062,0.453125,0.20410156,-0.45751953
1485644722068,-0.064453125,0.68115234,-0.13134766
1485644722072,-0.5332031,0.50878906,-0.17919922
1485644722077,-1.0996094,0.23828125,-0.07714844
1485644722083,-1.3867188,-0.41552734,-0.15673828
1485644722087,-1.0605469,-0.9165039,-0.23583984
1485644722093,-0.58935547,-1.0161133,-0.4189453
1485644722097,-0.4921875,-0.9536133,-0.76123047
1485644722103,-0.59033203,-1.2387695,-1.0463867
1485644722107,-0.80810547,-1.59375,-1.2553711
1485644722112,-0.94091797,-1.8081055,-1.6201172
1485644722118,-0.8774414,-1.8881836,-7.760742
1485644722122,-0.80566406,-1.7470703,-3.4282227
1485644722128,-0.6660156,-1.4970703,2.541504
1485644722132,-0.54541016,-1.2509766,1.9873047
1485644722138,-0.4350586,-0.92871094,-1.2602539
1485644722143,-0.27978516,-0.7348633,-0.7939453
1485644722147,-0.18798828,-0.48339844,-1.1464844
1485644722153,-0.2397461,-0.33544922,-2.4794922
1485644722157,-0.21484375,-0.15625,-2.1757813
1485644722163,-0.17089844,-0.10498047,-1.8647461
1485644722168,-0.19824219,-0.09472656,-1.9091797
1485644722173,-0.22070313,-0.0859375,-1.6650391
1485644722178,-0.35302734,-0.045898438,-1.5854492
1485644722182,0.059570313,-0.62646484,-1.6967773
1485644722188,-1.4047852,-4.2773438,-1.5874023
1485644722192,-2.0126953,-1.5639648,-1.2216797
1485644722198,-1.6420898,0.99316406,-1.1220703
1485644722203,-0.8730469,2.6381836,-0.93408203
1485644722207,2.175293,2.9106445,-0.7080078
1485644722213,2.737793,0.78759766,-0.62402344
1485644722217,1.03125,0.73339844,-0.5722656
1485644722223,0.07714844,-0.13769531,-0.6088867
1485644722228,-0.4086914,-1.0424805,-0.7055664
1485644722232,-1.0332031,-0.5317383,-0.9296875
1485644722238,-0.6513672,-0.58447266,-1.1074219
1485644722242,-0.27001953,-0.46240234,-1.3056641
1485644722248,-0.38867188,-0.4399414,-1.3842773
1485644722253,-0.47265625,-0.61865234,-1.4140625
1485644722258,-0.40625,-0.7265625,-1.4379883
1485644722263,-0.33984375,-0.54248047,-1.3632813
1485644722267,-0.30322266,-0.4560547,-1.2822266
1485644722273,-0.14160156,-0.32861328,-1.2402344
1485644722277,0.015136719,-0.24414063,-1.1762695
1485644722283,0.10107422,-0.2758789,-1.1787109
1485644722288,0.14208984,-0.35351563,-1.2338867
1485644722292,0.12890625,-0.4970703,-1.2055664
1485644722298,0.110839844,-0.6459961,-1.1870117
1485644722304,0.053710938,-0.8461914,-1.1640625
1485644722308,-0.027832031,-0.9863281,-1.1030273
1485644722313,-0.10546875,-1.1489258,-1.1230469
1485644722318,-0.2163086,-1.293457,-1.1079102
1485644722323,-0.34033203,-1.409668,-1.1132813
1485644722327,-0.4453125,-1.4682617,-1.0703125
1485644722333,-0.5419922,-1.4047852,-1.0224609
1485644722337,-0.5805664,-1.3652344,-1.0620117
1485644722343,-0.5571289,-1.328125,-1.0830078
1485644722348,-0.55908203,-1.171875,-1.090332
1485644722354,-0.56884766,-1.1113281,-1.0600586
