accelerometer ,,,
Timestamp (ms), x (m/s^2), y-acc (m/s^2), z-acc(m/s^2) 
1485644722430,-0.009765625,0.91552734,0.25048828
1485644722436,0.036621094,0.9140625,0.06591797
1485644722440,0.043945313,0.89453125,0.041503906
1485644722446,0.0034179688,0.51464844,0.09082031
1485644722451,0.9580078,2.1020508,0.107910156
1485644722455,-1.9443359,-0.3388672,-0.25976563
1485644722461,2.3481445,-1.8852539,-0.35546875
1485644722465,2.2861328,3.772461,-0.4272461
1485644722473,-0.6010742,1.7788086,-0.68652344
1485644722476,-1.3198242,-0.37939453,-0.9086914
1485644722481,-0.48876953,2.140625,-1.1894531
1485644722486,-0.9135742,2.9262695,-1.2890625
1485644722490,-1.4575195,0.77685547,-1.324707
1485644722496,-1.2915039,1.6547852,-1.2817383
1485644722500,-0.9375,1.6391602,-1.2353516
1485644722506,-0.9741211,2.5566406,-1.2172852
1485644722511,-1.1625977,1.3696289,-1.2133789
1485644722517,-1.199707,1.6303711,-1.1396484
1485644722521,-0.92822266,1.1494141,-1.0058594
1485644722527,-0.72509766,1.0952148,-0.7866211
1485644722531,-0.4658203,0.51416016,-0.6489258
1485644722536,-0.33398438,0.3203125,-0.52001953
1485644722541,-0.24804688,0.047851563,-0.4169922
1485644722546,0.16503906,-0.7578125,-0.3486328
1485644722552,-0.4267578,0.2319336,-0.4506836
1485644722556,-0.29882813,-0.81347656,-0.49804688
1485644722562,-0.026367188,0.15966797,-0.52246094
1485644722569,0.109375,0.80322266,-0.5839844
1485644722571,0.18701172,0.7988281,-0.6567383
1485644722577,0.16357422,1.0419922,-0.70751953
1485644722581,0.20214844,1.5922852,-0.7636719
1485644722587,0.3227539,1.9487305,-0.84228516
1485644722591,0.39746094,2.086914,-0.9086914
1485644722596,0.33789063,2.150879,-0.93359375
1485644722601,0.35839844,2.2583008,-0.8989258
1485644722606,0.33007813,2.3076172,-0.85546875
1485644722612,0.24609375,2.2094727,-0.7451172
1485644722619,0.13085938,2.1201172,-0.65722656
1485644722622,-0.07324219,1.8759766,-0.61035156
1485644722628,-0.14208984,1.7421875,-0.57177734
1485644722632,-0.23632813,1.5986328,-0.5258789
1485644722637,-0.31054688,1.4072266,-0.49072266
1485644722641,-0.30126953,1.2006836,-0.47998047
1485644722647,-0.28076172,1.1289063,-0.34570313
1485644722651,-0.26367188,1.0581055,-0.2919922
1485644722657,-0.41064453,1.078125,-0.2578125
1485644722662,-0.42236328,1.1005859,-0.24804688
1485644722667,-0.3857422,1.2016602,-0.2631836
1485644722672,-0.296875,1.2714844,-0.2915039
1485644722676,-0.12158203,1.3457031,-0.33398438
1485644722682,0.024414063,1.4116211,-0.38085938
1485644722686,0.17285156,1.4619141,-0.41259766
1485644722692,0.3515625,1.5424805,-0.4038086
1485644722697,0.51171875,1.5415039,-0.38085938
1485644722703,0.6640625,1.5537109,-0.35253906
1485644722708,0.75878906,1.5297852,-0.37060547
1485644722711,0.81152344,1.4550781,-0.35009766
1485644722717,0.8144531,1.3515625,-0.30859375
1485644722722,0.7988281,1.2592773,-0.30078125
1485644722727,0.79052734,1.1455078,-0.28320313
1485644722732,0.75927734,1.050293,-0.28173828
1485644722738,0.75,0.9428711,-0.26660156
1485644722742,0.73046875,0.8334961,-0.24316406
1485644722746,0.6713867,0.7475586,-0.19580078
1485644722752,0.5854492,0.66308594,-0.16015625
1485644722757,0.4794922,0.59033203,-0.13085938
1485644722764,0.41259766,0.5415039,-0.088378906
1485644722767,0.32128906,0.49658203,-0.068847656
1485644722774,0.28125,0.49853516,-0.111328125
1485644722777,0.29296875,0.49267578,-0.10205078
1485644722782,0.2602539,0.49414063,-0.12890625
1485644722788,0.20019531,0.52441406,-0.17138672
1485644722792,0.16699219,0.56152344,-0.16064453
1485644722798,0.12109375,0.640625,-0.17578125
1485644722802,0.080566406,0.7441406,-0.19628906
1485644722808,0.0390625,0.85058594,-0.19970703
1485644722812,0.0087890625,0.93896484,-0.23095703
1485644722817,-0.04248047,0.9995117,-0.21142578
1485644722823,-0.12646484,1.0473633,-0.1850586
1485644722827,-0.25,1.09375,-0.17089844
1485644722833,-0.34570313,1.1010742,-0.15625
1485644722837,-0.40820313,1.0986328,-0.16796875
1485644722843,-0.4555664,1.0488281,-0.19677734
1485644722848,-0.4892578,1.0493164,-0.15673828
1485644722853,-0.48388672,0.9658203,-0.18847656
1485644722858,-0.4482422,0.95947266,-0.24658203
1485644722862,-0.4790039,0.86572266,-0.2788086
1485644722868,-0.51416016,0.79052734,-0.31591797
1485644722872,-0.5493164,0.7548828,-0.35498047
1485644722878,-0.54785156,0.7265625,-0.40283203
1485644722883,-0.5703125,0.71191406,-0.4375
1485644722889,-0.6123047,0.74072266,-0.43115234
1485644722893,-0.64941406,0.7714844,-0.46240234
1485644722897,-0.65771484,0.7338867,-0.5439453
1485644722903,-0.6894531,0.7939453,-0.5708008
1485644722911,-0.7397461,0.7734375,-0.5878906
1485644722913,-0.7475586,0.81347656,-0.6269531
1485644722918,-0.7397461,0.86328125,-0.7529297
1485644722924,-0.7163086,0.86328125,-0.8149414
1485644722928,-0.6801758,0.86865234,-0.72509766
1485644722933,-0.66748047,0.85302734,-0.67285156
1485644722938,-0.6220703,0.8149414,-0.68359375
1485644722943,-0.58251953,0.8222656,-0.64404297
1485644722949,-0.5341797,0.8027344,-0.6201172
1485644722953,-0.4765625,0.76953125,-0.5883789
1485644722960,-0.46923828,0.6303711,-0.59228516
1485644722963,-0.39208984,0.67626953,-0.60498047
1485644722969,-0.36083984,0.6459961,-0.6010742
1485644722974,-0.33984375,0.66748047,-0.5761719
1485644722978,-0.2631836,0.7290039,-0.56933594
1485644722984,-0.22363281,0.75146484,-0.5786133
1485644722988,-0.21044922,0.8432617,-0.64208984
1485644722994,-0.1743164,0.9013672,-0.64501953
1485644722998,-0.13867188,0.92578125,-0.51953125
1485644723003,-0.14746094,0.9897461,-0.36621094
1485644723009,-0.075683594,1.0693359,-0.28027344
1485644723013,-0.064453125,1.0976563,-0.24804688
1485644723019,-0.1015625,1.1137695,-0.25341797
1485644723023,-0.027832031,1.1318359,-0.27734375
1485644723029,-0.009765625,1.1464844,-0.30908203
1485644723034,-0.06298828,1.1420898,-0.3203125
1485644723038,0.052246094,1.2382813,-0.2758789
1485644723044,0.20019531,1.2519531,-0.19921875
1485644723050,0.27001953,1.2163086,-0.16552734
1485644723056,0.2524414,1.1723633,-0.1743164
1485644723059,0.3618164,1.1367188,-0.20214844
1485644723064,0.4482422,1.0986328,-0.19970703
1485644723069,0.5073242,1.0708008,-0.18408203
1485644723075,0.51953125,1.0605469,-0.16210938
1485644723079,0.5830078,1.0952148,-0.17333984
1485644723083,0.60595703,1.1074219,-0.22460938
1485644723089,0.61035156,1.1591797,-0.27539063
1485644723094,0.671875,1.1879883,-0.30566406
1485644723102,0.76123047,1.2592773,-0.35546875
